product,total_quantity_sold,total_revenue,average_quantity_sold,predicted_60_day_quantity,reason
Aara Sabudana 2Lb,16.0,55.84,16.0,960.0,Prediction is based on average quantity sold during the given timeframe.
Aara Sabudana Sago 400Gm,10.0,24.9,10.0,600.0,Prediction is based on average quantity sold during the given timeframe.
Aara Sago 200G,11.0,16.39,11.0,660.0,Prediction is based on average quantity sold during the given timeframe.
Aara Sesam Seeds 200G,1.0,2.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Aara Sesame Seeds 200Gm,1.0,2.49,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Aara Sesame Seeds Natural 200G,15.0,37.35,15.0,900.0,Prediction is based on average quantity sold during the given timeframe.
Aara Shah Jeera 100G,34.0,95.68,34.0,2040.0,Prediction is based on average quantity sold during the given timeframe.
Aara Sooji Coarse,1.0,5.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Aara Sooji Fine 4Lb,1.0,5.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Aara Star Color Fryums 400g,2.0,4.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Aara Stone Flower Whole 50Gm,14.0,34.86,14.0,840.0,Prediction is based on average quantity sold during the given timeframe.
Aara Turmeric Powder 400G,5.0,17.45,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Aara Urad Gota 2Lb,4.0,15.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Aara Urad Whole 4Lb,1.0,6.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Aara Vadimatta Rice 8Lb,2.0,27.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Aara Vathakuz Mix Pow,1.0,1.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Aara White Pepper Powder 100G,2.0,3.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Aara White Pepper Whole 100G,2.0,3.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Aara coconut Medium 7oz,7.0,20.93,7.0,420.0,Prediction is based on average quantity sold during the given timeframe.
Aashirvaad Atta sharbati select 20lb,6.0,173.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Aashirvaad Lowgi Atta10Lb,7.0,117.93,7.0,420.0,Prediction is based on average quantity sold during the given timeframe.
Aashirvaad Mult 20Lb,7.0,195.93,7.0,420.0,Prediction is based on average quantity sold during the given timeframe.
Aashirvaad Mult Flour 4Lb,39.0,279.61,39.0,2340.0,Prediction is based on average quantity sold during the given timeframe.
Aashirvaad Ww Atta 20 Lb,5.0,94.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Aashirvaad Ww Flour 10Lb,25.0,309.75,25.0,1500.0,Prediction is based on average quantity sold during the given timeframe.
Aashirvad Multigrain 10Lb,32.0,496.7,32.0,1920.0,Prediction is based on average quantity sold during the given timeframe.
Aashirvad Ww Atta 4Lb,48.0,251.52,48.0,2880.0,Prediction is based on average quantity sold during the given timeframe.
Actionware Movable Peeler,2.0,5.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Active Wheel 210G,9.0,17.91,9.0,540.0,Prediction is based on average quantity sold during the given timeframe.
Adani Ajinomoto 100gm,2.0,3.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Adani Bay Leaves 50 gm,8.0,15.92,8.0,480.0,Prediction is based on average quantity sold during the given timeframe.
Adani Big Fryin Sabudana 200Gm,1.0,0.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Adani Biryani Masala,1.0,1.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Adani Chhas Masala 100g,3.0,5.97,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
Adani Cinnamon Sticks Round400,2.0,14.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Adani Citric Acid 100g,1.0,1.59,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Adani Coconut Powder 200Gms,1.0,2.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Adani Corriander Seeds,6.0,11.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Adani Crushed Chilli,3.0,4.77,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
Adani Daliya Split 800gm,10.0,49.9,10.0,600.0,Prediction is based on average quantity sold during the given timeframe.
Adani Dill Seeds 100Gm,1.0,1.29,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Adani Dill Seeds 200Gms,1.0,2.29,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Adani Dry Mint Leaves Pwr 200G,1.0,3.49,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Adani Garam Masala Whole 400Gm,4.0,23.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Adani Garlic Powder 200G,3.0,8.97,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
Adani Green Mukhwas 100Gm,5.0,9.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Adani Himalayan Pink Salt 150g,9.15,18.21,9.15,549.0,Prediction is based on average quantity sold during the given timeframe.
Adani Jethimadh Sticks 50G,1.0,4.49,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Adani Kali Jeera 100G,2.0,5.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Adani Kokum Black,2.0,5.18,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Adani Kumkum 100G,5.0,9.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Adani Nylon Poha 400g,7.0,13.93,7.0,420.0,Prediction is based on average quantity sold during the given timeframe.
Adani Sabudana 200gms,5.0,6.45,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Adani Sabudana 400gms,6.0,11.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Adani Salt 2.5Lb,58.0,173.42,58.0,3480.0,Prediction is based on average quantity sold during the given timeframe.
Adani Sesame Brown Seeds 200Gm,8.0,15.92,8.0,480.0,Prediction is based on average quantity sold during the given timeframe.
Adani Sindhaloo Namak 200G,5.0,9.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Adani Sindhaloo Namak 400g,4.0,11.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Adani Sugar Candy,10.0,19.9,10.0,600.0,Prediction is based on average quantity sold during the given timeframe.
Adani Wheat Flour 2Lb,7.0,27.93,7.0,420.0,Prediction is based on average quantity sold during the given timeframe.
Adani Wheat Flour 4Lb,5.0,34.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Adani White Whole Pepper/100Gm,1.0,3.49,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Adukale Benne muruku 180g,18.0,71.82,18.0,1080.0,Prediction is based on average quantity sold during the given timeframe.
Adukale Chakkli 180G,36.0,143.64,36.0,2160.0,Prediction is based on average quantity sold during the given timeframe.
Adukale Congress Kadlekayi,31.0,123.69,31.0,1860.0,Prediction is based on average quantity sold during the given timeframe.
Adukale Karida Avalakki 180G,7.0,27.93,7.0,420.0,Prediction is based on average quantity sold during the given timeframe.
Adukale Kayi Kodubale 180g,36.0,143.64,36.0,2160.0,Prediction is based on average quantity sold during the given timeframe.
Adukale Maddur Vada 180g,52.85,210.87,52.85,3171.0,Prediction is based on average quantity sold during the given timeframe.
Adukale Masala Ground Nut 180gm,22.0,87.78,22.0,1320.0,Prediction is based on average quantity sold during the given timeframe.
Adukale Menthyan kodubale 180g,16.0,63.84,16.0,960.0,Prediction is based on average quantity sold during the given timeframe.
Adukale Nippattu 180g,54.0,215.46,54.0,3240.0,Prediction is based on average quantity sold during the given timeframe.
Adukale Rice Kodubale Rings 180g,19.0,75.81,19.0,1140.0,Prediction is based on average quantity sold during the given timeframe.
Adukale Thengolal 180G,41.0,163.59,41.0,2460.0,Prediction is based on average quantity sold during the given timeframe.
Adukale muchhore 180g,28.0,111.72,28.0,1680.0,Prediction is based on average quantity sold during the given timeframe.
Aeroplane Tamarind 200Gm,29.0,57.71,29.0,1740.0,Prediction is based on average quantity sold during the given timeframe.
Afshan Heena Pwd 100gm,2.0,3.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Agarbati Stand,7.0,20.93,7.0,420.0,Prediction is based on average quantity sold during the given timeframe.
Aha Karapusa 170g,22.0,65.78,22.0,1320.0,Prediction is based on average quantity sold during the given timeframe.
Aha kara Boondi,20.0,59.8,20.0,1200.0,Prediction is based on average quantity sold during the given timeframe.
Ahmed Pheni Vermiceli,37.0,73.63,37.0,2220.0,Prediction is based on average quantity sold during the given timeframe.
Ai Idli Rava 2Lb,24.0,95.76,24.0,1440.0,Prediction is based on average quantity sold during the given timeframe.
Ajwa Dates 400g,6.0,53.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
All In One Herbal,2.0,21.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
All SWEETS,276.0,1973.25,276.0,16560.0,Prediction is based on average quantity sold during the given timeframe.
Almond Oil 300Ml,8.0,55.92,8.0,480.0,Prediction is based on average quantity sold during the given timeframe.
Aloevera 1Ct,29.0,28.71,29.0,1740.0,Prediction is based on average quantity sold during the given timeframe.
Aloevera Gel,3.0,20.97,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
Alphonso Mango Cone Ice cream,3.0,10.47,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
Altaj Saffron 1gm,8.0,31.92,8.0,480.0,Prediction is based on average quantity sold during the given timeframe.
Aluminium Kadai #6,1.0,20.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Aluminium Tray (Large),2.0,5.98,2.0,120.0,Prediction is based on average quantity sold during the given timeframe.
Aluminium Tray (Medium),11.0,20.49,11.0,660.0,Prediction is based on average quantity sold during the given timeframe.
Aluminium flat kadai # 5,1.0,18.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Aluminium flat kadai # 7,3.0,71.97,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
Aluminium flat kadai # 9,1.0,29.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Am Butter Muruku 200Gm,9.0,22.41,9.0,540.0,Prediction is based on average quantity sold during the given timeframe.
Aman Frozen Chapatti Family,4.0,23.96,4.0,240.0,Prediction is based on average quantity sold during the given timeframe.
Aman Paratha 30 Piece,5.0,44.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Aman Puff Pastry,14.0,48.86,14.0,840.0,Prediction is based on average quantity sold during the given timeframe.
Aman Sheermal 3 pcs,6.0,23.94,6.0,360.0,Prediction is based on average quantity sold during the given timeframe.
Amaranth Leaves/Lb,4.11,16.4,4.11,246.60000000000002,Prediction is based on average quantity sold during the given timeframe.
Ambar Kumkum 11*1,3.0,11.97,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
Ambika Appalam No.3,26.0,64.74,26.0,1560.0,Prediction is based on average quantity sold during the given timeframe.
Ambika Papad,54.0,107.46,54.0,3240.0,Prediction is based on average quantity sold during the given timeframe.
American Eggplant /Each,97.34,157.1,97.34,5840.400000000001,Prediction is based on average quantity sold during the given timeframe.
American eggplant,29.0,49.01,29.0,1740.0,Prediction is based on average quantity sold during the given timeframe.
Amla Hair Oil 4Oz,5.0,54.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Amma Banana Chips 285G,5.0,14.95,5.0,300.0,Prediction is based on average quantity sold during the given timeframe.
Amma Country 285 Gms,29.0,72.21,29.0,1740.0,Prediction is based on average quantity sold during the given timeframe.
Amma Idli Rice 20lb,3.0,45.97,3.0,180.0,Prediction is based on average quantity sold during the given timeframe.
Amma Kerala Mixture 285G,1.0,2.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
Amma Kitchen Ring Mururku 200g,14.0,34.86,14.0,840.0,Prediction is based on average quantity sold during the given timeframe.
Amma Plantain Chips 200G,19.0,56.81,19.0,1140.0,Prediction is based on average quantity sold during the given timeframe.
Amma sona masoori rice 40LB,26.0,779.74,26.0,1560.0,Prediction is based on average quantity sold during the given timeframe.
Amma's Kerala Murukku 200G,9.0,22.41,9.0,540.0,Prediction is based on average quantity sold during the given timeframe.
Amma's Masala Dosa 450G,1.0,2.99,1.0,60.0,Prediction is based on average quantity sold during the given timeframe.
