product,total_quantity_sold,total_revenue,average_quantity_sold,average_revenue,number_of_records
Kohinoor Everyday Basmati 10Lb,20.0,239.8,20.0,239.8,1
Pepper Cashews,24.0,239.76,24.0,239.76,1
Laxmi Wet Tamarind (400G),60.0,239.4,60.0,239.4,1
Lays Classic Salted,160.0,238.4,160.0,238.4,1
Laxmi Extra L Basmati Rice 10,14.0,237.86,14.0,237.86,1
Laxmi Idli Rice 10Lb,17.0,237.83,17.0,237.83,1
Cadbury Flakes 34G,139.0,234.91,139.0,234.91,1
Telugu Chintha Chiguru,47.0,234.53,47.0,234.53,1
MEDJOOL DATES 4.4 LB,9.0,233.91,9.0,233.91,1
Fresh Green Peas,64.22,233.69,64.22,233.69,1
Deep Shakti Oil 900Ml,39.0,233.61,39.0,233.61,1
Real Coconut Water 1Lt,39.0,233.61,39.0,233.61,1
Royal Organic Sona Masori 20Lb,10.0,232.9,10.0,232.9,1
Gopi Paneer (5Lb),7.0,230.93,7.0,230.93,1
Deccan ponni Boiled Rice 20lb,11.0,230.89,11.0,230.89,1
Sdp Groundnut Oil 1L,21.0,230.79,21.0,230.79,1
Haldiram's Milk Cake 340G,27.0,230.73,27.0,230.73,1
Carrots/Lb,232.98,230.71,232.98,230.71,1
Daily Delight Grated Coconut 454G,46.0,229.54,46.0,229.54,1
Avacado Each,291.0,229.31,291.0,229.31,1
Grb Puree Ghee(830Ml),12.0,227.88,12.0,227.88,1
Chkn Thi Bone In,64.93,226.57,64.93,226.57,1
LION HONEY COMBO,46.0,226.54,46.0,226.54,1
Laxmi Ghee 14Oz,22.0,225.78,22.0,225.78,1
Kohinoor Extra Flavour(Blue) 10lb,17.0,224.85,17.0,224.85,1
Laxmi Cold Pressed Mustard Oil 2L,17.0,224.83,17.0,224.83,1
Dd Dosa Batter Fresh,25.0,224.75,25.0,224.75,1
Karach Bakery Fruit Cake Rusk 400G,45.0,224.55,45.0,224.55,1
Britania Goodday Bdm Pista 231g,75.0,224.25,75.0,224.25,1
Sdp Ponni Boiled Rice 20Lb,8.0,223.92,8.0,223.92,1
amul pur ghee 1kg,14.0,223.86,14.0,223.86,1
8 inch,9.0,222.92,9.0,222.92,1
Laxmi Vsd Matoor Dal Plain 8Lb,16.0,222.84,16.0,222.84,1
Rohu,49.51,222.3,49.51,222.3,1
Laxmi Gram Flour Besan 4 Lbs,37.0,221.63,37.0,221.63,1
Laxmi Rice Flour 2 Lbs,74.0,221.26,74.0,221.26,1
Nutrela Mini Soya Chunks 7Oz,111.0,220.89,111.0,220.89,1
Laxmi Aged Basmati Rice 10Lb,13.0,220.87,13.0,220.87,1
Laxmi Extralong Basmati 40Lb,4.0,219.96,4.0,219.96,1
Dabur Sesame Oil 1 Lit,20.0,219.8,20.0,219.8,1
Sri Ganesh Idli Batter 30Oz,44.0,219.56,44.0,219.56,1
Rti Papdi 7Oz,55.0,219.45,55.0,219.45,1
India Gate Sonamasoori 20Lb,8.0,218.92,8.0,218.92,1
Baby Banana,109.14,217.2,109.14,217.2,1
Laxmi Urad Gota 4Lbs,31.0,216.69,31.0,216.69,1
Artu Angel Hair Pistachio,31.0,216.69,31.0,216.69,1
Idhayam Gingely Oil 5Lt,6.0,215.94,6.0,215.94,1
India Gate Basmati Rice 20Lb,8.0,215.92,8.0,215.92,1
Deccan Crystal Sona Masoori 20Lb,8.0,215.92,8.0,215.92,1
DECCAN LOW GI SONA MASOORI 20L,9.0,215.91,9.0,215.91,1
Laxmi Ponni Boiled Rice 20Lb,9.0,215.91,9.0,215.91,1
Haldiram Fresh Paneer450G,24.0,215.76,24.0,215.76,1
Laxmi Garlic Butter Naan12pcs,27.0,215.73,27.0,215.73,1
Adukale Nippattu 180g,54.0,215.46,54.0,215.46,1
Maggi 2 Minutes Noodles 70g,216.0,213.84,216.0,213.84,1
Adukale Maddur Vada 180g,52.85,210.87,52.85,210.87,1
SWETHA SEERGA SAMBA 10LB,14.0,209.86,14.0,209.86,1
Himalaya Kaju Katli 12Oz,24.0,209.76,24.0,209.76,1
Swagat Chana Dal,30.0,209.7,30.0,209.7,1
Verka Paneer 14Oz,30.0,209.7,30.0,209.7,1
SWAGAT MOONG DAL/2LB,60.0,209.4,60.0,209.4,1
Gongura,52.45,209.13,52.45,209.13,1
Karck Jack 264G,105.0,208.95,105.0,208.95,1
Taj Mahal Tea900Gms,13.0,207.87,13.0,207.87,1
Laxmi Ponni Boiled Rice 10Lb,16.0,207.84,16.0,207.84,1
Desi Low Fat Paneer 12Oz,41.0,204.59,41.0,204.59,1
Laxmi Cashew Pieces 3Lb,12.0,203.88,12.0,203.88,1
Indiagate Excel Basmati 10Lb,12.0,203.88,12.0,203.88,1
Laxmi Sonamasoori Rice 10Lb,17.0,203.83,17.0,203.83,1
desi puri 20 count,34.0,203.66,34.0,203.66,1
Tanteljo Lvs/Ea,57.15,203.57,57.15,203.57,1
Okra Packet 1Lb,51.0,203.49,51.0,203.49,1
Swagat Cold pressed peanut 5L,7.0,202.93,7.0,202.93,1
Town Bus Bombay Mixture340g,41.0,202.59,41.0,202.59,1
Laxmi Idli Rava 4Lb,40.0,201.6,40.0,201.6,1
Town Bus Khara Boondi 340g,40.0,201.6,40.0,201.6,1
     Health & Personal Care / Soap and Shampoo,69.0,199.81,69.0,199.81,1
Mtr Gulab Jamun Mix - 200 Gm,100.0,199.0,100.0,199.0,1
WATER BOTTLE 1,201.0,198.99,201.0,198.99,1
Laxmi Phool Makhana 200G,25.0,197.75,25.0,197.75,1
Swagat Toor Dal 4Lb,29.0,197.72,29.0,197.72,1
Britannia Marie Gold 150Gm,133.0,197.67,133.0,197.67,1
Britannia Bourborn Xlarge 400G,66.0,197.34,66.0,197.34,1
Aashirvaad Mult 20Lb,7.0,195.93,7.0,195.93,1
Artu Angel hair blue,28.0,195.72,28.0,195.72,1
CHOCART DHUBAI MILK CHOCOLATE 95G,28.0,195.72,28.0,195.72,1
Amul Cow Milk Butter Salted,28.0,195.72,28.0,195.72,1
Laxmi Kashmiri Chili Whole200G,42.0,195.58,42.0,195.58,1
AMUL CONDENSED MILK 400G,56.0,195.44,56.0,195.44,1
ID malabar parotta 400g,65.0,194.35,65.0,194.35,1
Telugu Sea Salt 2lb,75.0,193.25,75.0,193.25,1
Laxmi Ghee 800G/28Oz,11.0,192.89,11.0,192.89,1
Bambino Vermicelli Roast 800Gm,50.0,192.0,50.0,192.0,1
anjeer dry figs,12.0,191.88,12.0,191.88,1
Dheepam Oil 1 L,24.0,191.76,24.0,191.76,1
Taj mahal 450g,24.0,191.76,24.0,191.76,1
Amul Pure Ghee 454G,24.0,191.76,24.0,191.76,1
Mothers Ginger Garlic Paste 300g,48.0,191.52,48.0,191.52,1
Laxmi Turmeric Powder 400G,54.0,190.96,54.0,190.96,1
Deccan Idli Rice 20Lb,10.0,189.9,10.0,189.9,1
Red Labael 250G,38.0,189.62,38.0,189.62,1
Divi Big,36.99,189.61,36.99,189.61,1
Telgu Andhra Mixture 6 Oz,71.0,188.79,71.0,188.79,1
Millet Dosa (850G),27.0,188.73,27.0,188.73,1
Britannia Chocolate Cake 250G,47.0,187.53,47.0,187.53,1
Laxmi Green Peas 300G,94.0,187.06,94.0,187.06,1
EGGPLANT GREEN LONG/LB,56.78,186.82,56.78,186.82,1
Mcv Digestives The Original,40.0,184.6,40.0,184.6,1
Telugu Chakkalu 170Gm,74.0,184.26,74.0,184.26,1
Spring Onions /49C,375.21,183.85,375.21,183.85,1
Dragon Fruit,37.0,183.63,37.0,183.63,1
Cello Carrots / Each,185.0,183.15,185.0,183.15,1
Gopuram divet long 1pc,185.0,183.15,185.0,183.15,1
Malabar Leaves/Lb,76.6,181.95,76.6,181.95,1
Swetha Cow Ghee 820Gms,10.0,179.9,10.0,179.9,1
Lal Qilla Basmathi extra long 10lb,12.0,179.88,12.0,179.88,1
Bournvita1Kg,18.0,179.82,18.0,179.82,1
Gazab Cashew Whole 400G,20.0,179.8,20.0,179.8,1
Bb Redlabel Natural Care500G,24.0,179.76,24.0,179.76,1
Lx Jaggery Powder 2Lb,30.0,179.7,30.0,179.7,1
Bru Coffee (100G) Bottle,30.0,179.7,30.0,179.7,1
Britania Goodday Pista Fmly Pk,30.0,179.7,30.0,179.7,1
Amul Spiced Butter Milk 1Lt,36.0,179.64,36.0,179.64,1
Laxmi south indian Rice Flour 4lb,36.0,179.64,36.0,179.64,1
Deep Golden Raisins 14 Oz,36.0,179.64,36.0,179.64,1
Potato 10Lb,36.0,179.64,36.0,179.64,1
lion Arabian Dates 250g,45.0,179.55,45.0,179.55,1
best coconut,45.0,179.55,45.0,179.55,1
NESCAFE CLASSIC 90g,20.0,177.8,20.0,177.8,1
Narasu's Pure Filter Coffee 500g,24.0,176.78,24.0,176.78,1
GRB Gulab Jamun 1kg,33.0,176.67,33.0,176.67,1
Laxmi Shredded Coconut 1.2Kg,22.0,175.78,22.0,175.78,1
Laxmi Whole Moong 2Lbs,44.0,175.56,44.0,175.56,1
Narasu's Pure Instant Coffee 100g,25.0,174.75,25.0,174.75,1
Laxmi Black Eye Peas 4Lb,25.0,174.75,25.0,174.75,1
Telugu Foxtail Millet 2lb,35.0,174.65,35.0,174.65,1
Grb Pure Buffalo Ghee 1660Ml,6.0,173.94,6.0,173.94,1
Aashirvaad Atta sharbati select 20lb,6.0,173.94,6.0,173.94,1
AMUL GULAB JAMUN 1kg,29.0,173.71,29.0,173.71,1
AVANI GINGELY OIL 500GM,29.0,173.71,29.0,173.71,1
Laxmi Garlic Paste 24Oz,29.0,173.71,29.0,173.71,1
Laxmi Fennel Seeds 200Gm,56.0,173.44,56.0,173.44,1
Adani Salt 2.5Lb,58.0,173.42,58.0,173.42,1
Haldiram's Kaju Katli 340G,17.0,172.83,17.0,172.83,1
Deep Pumpkin Seeds 7 Oz,47.0,171.53,47.0,171.53,1
Sri Ganesh Org Dosa Batter,26.0,171.34,26.0,171.34,1
Laxmi Cumin Seeds 200G,49.0,171.01,49.0,171.01,1
My Villagesonamasoori 20Lb,9.0,170.91,9.0,170.91,1
Swagat Anjeer 200G,19.0,170.81,19.0,170.81,1
Swagat Cold Pressed Peanut Oil,19.0,170.81,19.0,170.81,1
Kerala Deepak # 4,19.0,170.81,19.0,170.81,1
Laxmi Golden Raisins 400G,34.0,169.66,34.0,169.66,1
12 inch,4.0,167.96,4.0,167.96,1
Sdp Sesame Oil 2 L,7.0,167.93,7.0,167.93,1
Deccan Sona Masoori Rice 10Lb,12.0,167.88,12.0,167.88,1
Amul Pure Cow Ghee 452G,21.0,167.79,21.0,167.79,1
swagat urad gota 4lb,24.0,167.76,24.0,167.76,1
ULAVACHARU,28.0,167.72,28.0,167.72,1
Maggi Hot & Swt Tomato 1Kg,28.0,167.72,28.0,167.72,1
Swagat Daliya Split 400gm,56.0,167.44,56.0,167.44,1
Janaki Ribbon Pakoda 7Oz,56.0,167.44,56.0,167.44,1
Serrano Peppers/Lb,98.3,166.84,98.3,166.84,1
Sumeru Grated Coconut Vp,32.0,166.08,32.0,166.08,1
Puja Peanut Chikki 160G,83.0,165.17,83.0,165.17,1
Nanak Rasmalai Value Pack 1Kg,15.0,164.85,15.0,164.85,1
Nanak Kesar Rasmalai,15.0,164.85,15.0,164.85,1
Karachi Bakery Cashew Bis 400G,33.0,164.67,33.0,164.67,1
DEEP sHAKTHI OIL 450ML,55.0,164.45,55.0,164.45,1
Telugu Sona Masoori 20Lb,8.0,163.92,8.0,163.92,1
Nestle Everyday 850G,11.0,163.89,11.0,163.89,1
Gazab Indian Sugar 2lb,41.0,163.59,41.0,163.59,1
Adukale Thengolal 180G,41.0,163.59,41.0,163.59,1
Biro Sunflower Oil,18.0,161.82,18.0,161.82,1
Brio Olive Oil,18.0,161.82,18.0,161.82,1
Laxmi Moong Dal 4Lb,23.0,160.77,23.0,160.77,1
Laxmi Whole Moong Big 4Lb,23.0,160.77,23.0,160.77,1
Gazab KHOLAPURI JAGGERY 2KG,23.0,160.77,23.0,160.77,1
Grated Coconut,46.0,160.54,46.0,160.54,1
Janata Sona Masoori 20Lb,8.0,159.92,8.0,159.92,1
Laxmi Coconut Flakes 400G,32.0,159.68,32.0,159.68,1
Karachi Bakery Chai Biscuit 400G,40.0,159.6,40.0,159.6,1
Bru Green Label 200G,42.0,159.6,42.0,159.6,1
American Eggplant /Each,97.34,157.1,97.34,157.1,1
Kawan Onion Paratha,12.0,155.88,12.0,155.88,1
Deep Green Cardamom 200Gm,13.0,155.87,13.0,155.87,1
Amul Butter - 3.5 Oz,68.0,155.72,68.0,155.72,1
RAM POHA THICK 2LB,52.0,155.48,52.0,155.48,1
Knorr Sweet Corn42G,78.0,155.22,78.0,155.22,1
Kurkure Puffcorn 150G,103.0,153.47,103.0,153.47,1
Udupi Mysore Murmura 300Gm,44.0,153.06,44.0,153.06,1
Sdp Filter Coffee 1 Lb,17.0,152.83,17.0,152.83,1
Laxmi Idly Rava 2Lb,51.0,152.49,51.0,152.49,1
Town Bus Garlic Mixture 340g,31.0,152.19,31.0,152.19,1
Deep Cashews Whole 14Oz,19.0,151.81,19.0,151.81,1
Deep Green Raisins 7oz,38.0,151.62,38.0,151.62,1
Godrej Nupur Mehandi 150G,38.0,151.62,38.0,151.62,1
Karachi Bakery Salt Biscuits 400g,38.0,151.62,38.0,151.62,1
Bhumi Rajamudi Rice 5Lb,15.0,149.85,15.0,149.85,1
Brio Sunflower Oil,30.0,149.7,30.0,149.7,1
     cosmetics,38.0,149.62,38.0,149.62,1
Laxmi Urad Dal 2Lb,36.0,148.64,36.0,148.64,1
Dabur Meswak Toothpaste 200Gm,44.0,148.56,44.0,148.56,1
Swagat Daliya Split 800 gm,31.0,148.19,31.0,148.19,1
Home made snack,25.0,147.75,25.0,147.75,1
Long Chilli / Lb,32.74,147.0,32.74,147.0,1
Swagat Walnuts 7Oz,21.0,146.79,21.0,146.79,1
RAM CHANNA 2LB,42.0,146.58,42.0,146.58,1
Kasoori Methi 100G Mdh,49.0,146.51,49.0,146.51,1
Mtr Puliogare Paste (200G),49.0,146.51,49.0,146.51,1
Sumeru Grated Coconut 450G,52.0,145.08,52.0,145.08,1
Goat Kidney,18.09,144.58,18.09,144.58,1
Laxmi Ponni Raw Rice 10Lb,9.0,143.91,9.0,143.91,1
Bhumi Organic Toor Dal 5Lb,18.0,143.82,18.0,143.82,1
Dabur Mustard Oil 1 Lt,18.0,143.82,18.0,143.82,1
Laxmi Sesame Oil 500Ml,20.0,143.8,20.0,143.8,1
Laxmi Urad Dal 4Lb,20.0,143.8,20.0,143.8,1
Swetha Thati Munjalu,24.0,143.76,24.0,143.76,1
Brown Eggs,24.0,143.76,24.0,143.76,1
Laxmi Whole Red Chilly 200Gm,36.0,143.64,36.0,143.64,1
Laxmi Coriander Pwdr 400G,36.0,143.64,36.0,143.64,1
Adukale Chakkli 180G,36.0,143.64,36.0,143.64,1
Adukale Kayi Kodubale 180g,36.0,143.64,36.0,143.64,1
nature own butter bread,36.0,143.64,36.0,143.64,1
Cadbury Eclairs 130 G,48.0,143.52,48.0,143.52,1
Swagat Whole Moong/2Lb,41.0,143.09,41.0,143.09,1
Deep Whole Cashew 7oz,24.0,142.76,24.0,142.76,1
Britannia Marie Gold 89 Gms,144.0,142.56,144.0,142.56,1
Kurkure Chilli Chatka 90G,95.0,141.55,95.0,141.55,1
Till Laddu,57.0,141.43,57.0,141.43,1
Britannia Bourborn Treat 196G,71.0,141.29,71.0,141.29,1
Lx Ragi Flour 2Lb,47.0,140.53,47.0,140.53,1
RAM RICE FLOUR 2LB,47.0,140.53,47.0,140.53,1
Reddys crystal Sona masoori rice 20lb,7.0,139.93,7.0,139.93,1
Horlicks 1kg,14.0,139.86,14.0,139.86,1
Swagat Moong Dal/4Lbs,22.0,139.78,22.0,139.78,1
Laxmi Black Papper Whole 200G,30.0,139.7,30.0,139.7,1
mcvities digestives original 355g,47.0,138.55,47.0,138.55,1
Fortune Sunflower Oil 1L,23.0,137.77,23.0,137.77,1
Gazab Alsi Seeds 400G,23.0,137.77,23.0,137.77,1
Swagat Moong Whole/4Lb,23.0,137.77,23.0,137.77,1
Telugu Peanut Chikki Bar,55.0,136.95,55.0,136.95,1
Britania Jim Jam Biscuits 100G,131.0,136.59,131.0,136.59,1
Red Bell Pepper /Lb,64.8,135.76,64.8,135.76,1
Swetha Ragi Millet 2Lb,34.0,135.66,34.0,135.66,1
Pooja Cloth,59.0,135.11,59.0,135.11,1
24 Brown Basmati Rice 10Lb,5.0,134.95,5.0,134.95,1
Swetha Peanut Oil 2 Litter,9.0,134.91,9.0,134.91,1
India Gate Basmati Rice 10Lb,9.0,134.91,9.0,134.91,1
RAMDEV CUMIN 400G,27.0,134.73,27.0,134.73,1
Parachute Coconut Oil 177ml,45.0,134.55,45.0,134.55,1
Swagat Coco Slice/200Gm,45.0,133.55,45.0,133.55,1
Laxmi Football Masoor 4Lb,19.0,132.81,19.0,132.81,1
Deep Udad Whole Gota 4Lb,19.0,132.81,19.0,132.81,1
Deep Cow Ghee 8Oz,19.0,132.81,19.0,132.81,1
Roti Fresh 12Pcs,19.0,132.81,19.0,132.81,1
Marie Gold 600Gm,41.0,132.59,41.0,132.59,1
Sujata Gold Atta 20 Lb,6.0,131.94,6.0,131.94,1
Nescafe Gold Blend 200g,11.0,131.89,11.0,131.89,1
Laxmi Concentrate 32Oz,11.0,131.89,11.0,131.89,1
Laxmi Poppy Seeds 200G,22.0,131.78,22.0,131.78,1
Gopuram Divet -365,22.0,131.78,22.0,131.78,1
Britannia Digestive S.F. 350Gm,33.0,131.67,33.0,131.67,1
Britannia Marie Gold 250Gm,53.0,131.47,53.0,131.47,1
15 inch,2.0,129.98,2.0,129.98,1
Ganesh DIY,5.0,129.95,5.0,129.95,1
Nestle Everday 1.8Kg,5.0,129.95,5.0,129.95,1
Laxmi Ponni Raw Rice 20Lb,5.0,129.95,5.0,129.95,1
Organic Idly Batter,26.0,129.74,26.0,129.74,1
Nescafe 45G,26.0,129.74,26.0,129.74,1
Priya Vermicelli Roasted 1Kg,26.0,129.74,26.0,129.74,1
Deep Tandoori Naan 5Pc,37.0,129.13,37.0,129.13,1
Deep Paneer Paratha 4Pc-368Gm,30.0,128.7,30.0,128.7,1
Jilled mala,43.0,128.57,43.0,128.57,1
Famous Sunflower Oil 5L,8.0,127.92,8.0,127.92,1
Laxmi Loose Black Tea 2LB,16.0,127.84,16.0,127.84,1
Gazab Green Pista 200g,16.0,127.84,16.0,127.84,1
Bhumi Urad Dal Whole 5 Lb,16.0,127.84,16.0,127.84,1
Ramdev Besan 2 lb,32.0,127.68,32.0,127.68,1
Knorr Hot&Sour Vegetable Soup,64.0,127.36,64.0,127.36,1
ramdev chana dal 4lb,23.0,126.77,23.0,126.77,1
Vadilal Custard Apple 800G,9.0,125.91,9.0,125.91,1
Artu Angel hair pink chocolate,18.0,125.82,18.0,125.82,1
dairy milk wholenut 180g,21.0,125.79,21.0,125.79,1
MDH Chunky Chat masala,21.0,125.79,21.0,125.79,1
adani cumin seeds/400g,21.0,125.79,21.0,125.79,1
LAXMI SONA MASOORI 4LB,21.0,125.79,21.0,125.79,1
Telugu Organic Idli Rava 4Lb,21.0,125.79,21.0,125.79,1
Town Bus Kerala Mixture 340g,26.0,125.74,26.0,125.74,1
Deep Rice Flour 2Lb,36.0,125.64,36.0,125.64,1
Kitchen Xpress Green Peas 312g,42.0,125.58,42.0,125.58,1
Deccan Kurnool Rice sona masoori 20Lb,5.0,124.95,5.0,124.95,1
Plantain Green/ Lb,84.51,124.92,84.51,124.92,1
Narasu's Insta Strong Coffee 100g,25.0,124.75,25.0,124.75,1
Lollipop,253.0,123.97,253.0,123.97,1
Adukale Congress Kadlekayi,31.0,123.69,31.0,123.69,1
Laxm Chana Dal 2 Lb,31.0,123.69,31.0,123.69,1
Britannia Good Day Cashew 231g,41.0,122.59,41.0,122.59,1
Kitchen Xpress Coconut Shredded 312g,41.0,122.59,41.0,122.59,1
Telugu Karapusa 6Oz,47.0,122.53,47.0,122.53,1
Aroy - D Coconut Milk 400Ml,46.0,122.24,46.0,122.24,1
TELUGU HAND POUND RICE 10LB,9.0,121.91,9.0,121.91,1
Deep Cumin Seeds-400G,20.0,121.8,20.0,121.8,1
CHOCART KUNAFA PISTACHIO 37G,61.0,121.39,61.0,121.39,1
Cadbury Twirl,61.0,121.39,61.0,121.39,1
Laxmi Almonds 800G,11.0,120.89,11.0,120.89,1
Parle Krack Jack 60G,175.0,120.75,175.0,120.75,1
Swetha Telugu Crystal Sona Masoori 20lb,4.0,119.96,4.0,119.96,1
24 M Sonamasoori Brown 10Lb,6.0,119.94,6.0,119.94,1
AVANI GINGELLY OIL 2L,8.0,119.92,8.0,119.92,1
Britania Milk Bikis Cream 100G,115.0,119.85,115.0,119.85,1
Narasu's Udhayam Coffee Powder 500g,15.0,119.85,15.0,119.85,1
Amul Rosogolla 1kg,20.0,119.8,20.0,119.8,1
Grb Cow Ghee 200Ml,20.0,119.8,20.0,119.8,1
swagat raw peanuts 3lb,20.0,119.8,20.0,119.8,1
Lxmi Rnd Cinnamon Sticks 200Gm,23.0,119.77,23.0,119.77,1
Lx Green Peas 908G,24.0,119.76,24.0,119.76,1
Telugu Swetha Jowar Millet,24.0,119.76,24.0,119.76,1
Granulated Sugar Great Value4lb,30.0,119.7,30.0,119.7,1
Laxmi Rusk 600Gm,30.0,119.7,30.0,119.7,1
Cycle Three In One,30.0,119.7,30.0,119.7,1
Laxmi White Sesame Seeds(400G),30.0,119.7,30.0,119.7,1
Laxmi Black Eye Peas 2Lb,30.0,119.7,30.0,119.7,1
Maaza Mango Glass Bttl 1 Lt,30.0,119.7,30.0,119.7,1
Kitchen Xpress Coconut Grated 312g,40.0,119.6,40.0,119.6,1
Laxmi Mamra Basmati 400G,40.0,119.6,40.0,119.6,1
Laxmi Kolhapuri Mamra400G,40.0,119.6,40.0,119.6,1
Laxmi Kurmura Laddu,60.0,119.4,60.0,119.4,1
Gongura Leaves / Lb,23.91,119.29,23.91,119.29,1
Laxmi Super Jumbo Pun Samosa 20pcs,7.0,118.93,7.0,118.93,1
Diya Plain Big,17.0,118.83,17.0,118.83,1
Mava Modak,17.0,118.83,17.0,118.83,1
Aashirvaad Lowgi Atta10Lb,7.0,117.93,7.0,117.93,1
     Health & Personal Care,17.0,117.85,17.0,117.85,1
Parle-G Biscuit 799G,29.0,117.71,29.0,117.71,1
Bounty 57G,59.0,117.41,59.0,117.41,1
Karoun's Mint Yogurt Dri 1Pint,47.0,117.03,47.0,117.03,1
Udupi Jaggery Powder 1Lb,39.0,116.61,39.0,116.61,1
Katla,23.34,116.46,23.34,116.46,1
OORA NAATU MUTTON PICKLE,11.0,115.89,11.0,115.89,1
Inchins Bamboo Noodles 400G,29.0,115.71,29.0,115.71,1
Bambino Vermiceli 800g,29.0,115.71,29.0,115.71,1
Lx. Milk Rusk 600Gm,29.0,115.71,29.0,115.71,1
Ramdev seseme whole black 200g,38.0,115.62,38.0,115.62,1
Fresh Amla,8.26,115.59,8.26,115.59,1
Famous Chick Peas 400gm,58.0,115.42,58.0,115.42,1
Daccan Brown Rice 20Lb,5.0,114.95,5.0,114.95,1
Ramdev Sugar 4LB,23.0,114.77,23.0,114.77,1
Gazab Cashew Whole 200G,23.0,114.77,23.0,114.77,1
Britannia Bourbon 800Gms,23.0,114.77,23.0,114.77,1
SUNNIPINDI 250GM,19.0,113.81,19.0,113.81,1
Parachute Coconut Oil 555Ml,19.0,113.81,19.0,113.81,1
Laxmi Red Chilli Powder 200G,38.0,113.62,38.0,113.62,1
Amul Butter,57.0,113.43,57.0,113.43,1
Deep Chegodi 200g,45.0,112.05,45.0,112.05,1
Amul Cow Ghee/ 1Lt,7.0,111.93,7.0,111.93,1
Gazab Cow Ghee 28 Oz,7.0,111.93,7.0,111.93,1
Amul Cheese Block 1Kg,8.0,111.92,8.0,111.92,1
Punjabi Cocktail Somo 70 Pic,8.0,111.92,8.0,111.92,1
Gazab Cashew Pieces 14 Oz,14.0,111.86,14.0,111.86,1
Gopi Nonfat Yogurt 4Lb,14.0,111.86,14.0,111.86,1
Laxmi Whole Moong 4 Lb,16.0,111.84,16.0,111.84,1
Daily delight Malabar Porotta Family 2LB,16.0,111.84,16.0,111.84,1
Adukale muchhore 180g,28.0,111.72,28.0,111.72,1
Frooti 6 Packs,28.0,111.72,28.0,111.72,1
Laxmi Brown Sesame Seeds 400G,28.0,111.72,28.0,111.72,1
Nutella with breadsticks,56.0,111.44,56.0,111.44,1
Knorr Thick Tomato Soup,56.0,111.44,56.0,111.44,1
Cadbury D Milk Wnut 45G,56.0,111.44,56.0,111.44,1
Kesar Mango Pulp Gazab 30 Oz,23.0,110.77,23.0,110.77,1
Deep Home Style Paratha 5Pc,37.0,110.63,37.0,110.63,1
Nini Foods Atreyapuram Putharekulu 5pcs,11.0,109.89,11.0,109.89,1
Laxmi Chakki Atta 10Lb,11.0,109.89,11.0,109.89,1
Watermelon,22.0,109.78,22.0,109.78,1
Dark FantasyChoco Style Fills 300g,26.0,109.74,26.0,109.74,1
Mysore Sandal Soap 150G,37.0,109.63,37.0,109.63,1
"     Spices, Seasonings & Condiments / Food Color & Essence",52.0,109.48,52.0,109.48,1
MASALA JEERA,55.0,109.45,55.0,109.45,1
Polo Mint Candy Roll,55.0,109.44,55.0,109.44,1
Lx Mustard Oil 500Ml,22.0,108.78,22.0,108.78,1
Parle-G 56.4G,361.0,108.3,361.0,108.3,1
Tulsi Kyara - Xb,3.0,107.97,3.0,107.97,1
Sdp mart seerga samba biryani rice 10 LB,9.0,107.91,9.0,107.91,1
Cothas Royal Blend 190g,12.0,107.88,12.0,107.88,1
Gazab Sunflower Oil 2L,12.0,107.88,12.0,107.88,1
Haldiram tandoori garlic naan 16 pcs,12.0,107.88,12.0,107.88,1
Britannia Milk Bikis 1Kg,18.0,107.82,18.0,107.82,1
Deep Rice Flour 4 Lb,18.0,107.82,18.0,107.82,1
GRB GHEE BOMBAY HALWA 400G,18.0,107.82,18.0,107.82,1
Daily Delight banana chips 250g,24.0,107.76,24.0,107.76,1
DEEP CASHEW SPLIT 7 OZ,27.0,107.73,27.0,107.73,1
Laxmi Fried Onion 400G,27.0,107.73,27.0,107.73,1
Deep Pittesd Dates 680g,27.0,107.73,27.0,107.73,1
Lx Frozen Coconut Slices,36.0,107.64,36.0,107.64,1
Ammas Kitchen 285Gm,36.0,107.64,36.0,107.64,1
Idhayam Sesame Oil 200Ml,36.0,107.64,36.0,107.64,1
Ambika Papad,54.0,107.46,54.0,107.46,1
50-50 Sweet & Salty,108.49,107.41,108.49,107.41,1
Gopi Lassie Salted 473Ml,43.0,107.07,43.0,107.07,1
Telugu copra whole 1pc,43.0,107.07,43.0,107.07,1
Telugu Mullu Murukulu 6Oz,39.0,106.11,39.0,106.11,1
Britannia Goodday Bdm Psta 90G,107.0,105.93,107.0,105.93,1
Long Plantain,81.88,105.58,81.88,105.58,1
Laxmi Mustard Seeds 200G,53.0,105.47,53.0,105.47,1
Telugu Chethi Chakkalu 170Gm,39.0,105.11,39.0,105.11,1
Whole Cashews 3 Lb,5.0,104.95,5.0,104.95,1
Laxmi Chana Dal(4 Lbs),15.0,104.85,15.0,104.85,1
Ramdev Brown sesame seeds800g,15.0,104.85,15.0,104.85,1
KESAR MODAK,15.0,104.85,15.0,104.85,1
Laxmi Paneer Jalebi 350Gm,15.0,104.85,15.0,104.85,1
Laxmi desi roasted Gram Snack 800G,21.0,104.79,21.0,104.79,1
Laxmi Garam Masala 400G,21.0,104.79,21.0,104.79,1
Deep Garlic Naan 4Pcs,30.0,104.7,30.0,104.7,1
Swagat Jaggery Bottle 400g,35.0,104.65,35.0,104.65,1
Top Ramen Curry280G,35.0,104.65,35.0,104.65,1
