product,barcode,order,product_quantity,total_price,average_sales_price,average_cost_price,margin
Happy Leaf Idli Rava 4lb,040048957256,5,11.0,65.89,5.99,3.32,29.37
     Frozen Items / Ice Cream & Kulfi,,204,326.0,1561.25,5.365509433962264,3.2590490797546012,498.8
Vadilal But.Sco Icecream 1L,8901777768174,1,1.0,5.99,5.99,8.0,-2.01
Vadilal Royal Kulfi Cassatta 150ml,8901777008041,7,9.0,35.91,3.99,2.7499999999999996,11.16
Vadilal Mango Shrikhand 454g,8901777511169,1,1.0,6.99,6.99,4.66,2.33
Vadilal Fruit Cassatta Ice Cream 150gm,8901777514047,4,5.0,19.95,3.99,2.75,6.2
Vadilal Classic Rasmalai 1Kg,8901777556160,1,1.0,13.99,13.99,9.89,4.1
Vadilal Pista Burfee 340G,8901777563106,6,7.0,55.93,7.99,6.2,12.53
Alphonso Mango Cone Ice cream,8901777583975,3,3.0,10.47,3.49,2.35,3.42
Vadilal Alphonso No Sugar 1 lit,8901777584170,2,2.0,27.98,13.99,10.0,7.98
Vadilal Anjeer Sugar Free Ice 1 lit,8901777585177,2,2.0,28.98,14.49,10.0,8.98
Vadilal Butterscotch No Addsugar 1 lit,8901777586174,1,1.0,13.99,13.99,10.0,3.99
Vadilal Kesar Pista Kulfi No Sugar 1 litre,8901777588178,2,2.0,27.98,13.99,10.0,7.98
Vadilal Meetha Paan 100Ml,8901777682043,3,4.0,11.96,2.99,1.7500000000000002,4.96
Vadilal Mango Sandwich 300ml,8901777694091,2,2.0,6.98,3.49,2.6300000000000003,1.72
Vadilal Butterscotch Sanbwich 300ml,8901777695098,4,5.0,17.45,3.49,2.4299999999999997,5.3
Vadilal Fruits & Nuts 100ml,8901777762042,1,2.0,5.98,2.99,1.7200000000000002,2.54
Vadilal Butterscotch 100ml,8901777768044,6,12.0,35.88,2.99,1.75,14.88
Vadilal Alphonso Mango 100ml,8901777770047,2,4.0,7.96,1.99,1.05,3.76
Vadilal Kulfi Malai 80ml,8901777872031,11,13.0,36.88,2.809090909090909,1.6000000000000003,16.08
Vadilal Malai Kulfi 480ml,8901777872536,8,10.0,89.9,8.99,6.49,25.0
Vadilal Badam Kulfi 80ml,8901777874035,1,1.0,2.99,2.99,1.6000000000000003,1.39
Chocolate Kulfi 80Ml,8901777881033,1,1.0,2.99,2.99,1.6000000000000003,1.39
Vadilal Mango Dolly 60ml,8901777888995,3,7.0,17.43,2.49,1.3900000000000001,7.7
Vadilal Cassatta Ice Cream 150 ml,8901777894040,3,3.0,11.97,3.99,2.75,3.72
Vadilal Custard Apple 1 Litre,8901777957172,2,2.0,25.98,12.99,9.25,7.48
Vadilal Strawberry Ice Cream 100ml,8901777963043,1,1.0,1.99,1.99,1.05,0.94
Vadilal Falooda Kulfi 100ml,8901777966044,4,6.0,11.94,1.99,1.05,5.64
Vadilal Tuti Frooti 100Ml,8901777968048,2,3.0,5.97,1.99,1.05,2.82
Vadilal Chocolate Ice Cream 100ml,8901777969045,2,3.0,5.97,1.99,1.05,2.82
Vadilal Choco Bar 60ml,8901777970997,7,10.0,24.9,2.49,1.39,11.0
Vadilal Classic Cassatta 150Ml,8901777971048,6,7.0,27.93,3.99,2.75,8.68
Vadilal Kulfi Mango 80Ml,8901777974032,2,3.0,8.97,2.99,1.8,3.57
Vadilal Mango Kulfi 480ml,8901777974537,6,6.0,53.94,8.99,6.489999999999999,15.0
Vadilal Kulfi Pista 80ml,8901777977040,3,3.0,8.97,2.99,1.6000000000000003,4.17
Vadilalbutter Scotch Cone 110ml,8901777983973,7,10.0,34.9,3.49,2.3099999999999996,11.8
Vadilal Chocolate Cone,8901777984970,11,13.0,45.37,3.49,2.3499999999999996,14.82
Kesar Pista Cone 110ml,8901777985977,7,7.0,24.43,3.49,2.35,7.98
Vadilal Cassatta Chocolate 150,8901777986042,3,3.0,11.97,3.99,2.75,3.72
vad Tender coco 1 lit,8906016920269,5,1.0,10.99,10.99,7.98,3.01
vad pista malai 500ml,8906016920351,4,4.0,27.96,6.99,4.75,8.96
Vadilal Chikoo Badam 500ml,8906016920368,2,2.0,15.98,7.99,4.75,6.48
Vadilal Kesar Pista 1Lit,8906016920450,2,2.0,21.98,10.99,7.0,7.98
Vadilal Vanilla Sandwich 300ml,8901777696095,1,1.0,3.49,3.49,2.83,0.66
Vadilal Chocolate Sandwich 300ml,8901777697092,2,2.0,6.98,3.49,2.6300000000000003,1.72
Vadilal Rajwadi Kulfi,8901777973035,1,1.0,2.99,2.99,1.8000000000000003,1.19
Thandai Kulfi 80Ml,8901777975039,2,2.0,5.98,2.99,1.8000000000000003,2.38
Vadilal Elaichi Shrikhand,8901777512159,1,1.0,7.99,7.99,5.28,2.71
vad choco chips 1 lit,8906016920252,4,4.0,43.96,10.99,7.98,12.04
va vanilla 1 lit,8906016920429,1,1.0,10.99,10.99,7.98,3.01
vad rajbhog 1lit,8906016920443,3,3.0,32.97,10.99,7.9799999999999995,9.03
Vadilal Rajbhog Kulfi 500ml,8901777674130,2,2.0,15.98,7.99,4.75,6.48
vadilal coconut chutney 300g,8901777182093,3,3.0,11.97,3.99,2.33,4.98
Vadilal Alphonso Mango Ras 1 Kg,8901777557167,4,4.0,51.96,12.99,9.55,13.76
vad tutty fruity 500ml,8906016920320,6,6.0,41.94,6.99,4.75,13.44
vad meetha paan 500ml,8906016920344,4,4.0,27.96,6.99,4.75,8.96
vad rasp 55ml dolly,8906016920894,11,15.0,29.85,1.99,1.25,11.1
Vadilal Alphonso Mango 1 lit,8906016920382,7,5.0,54.95,10.99,7.980000000000001,15.05
Vadilal Malai Kulfi 1lt,8906016920436,6,6.0,65.94,10.99,7.9799999999999995,18.06
vad chocobar 60ml,8906016920405,12,19.0,37.81,1.99,1.4900000000000002,9.5
Vadilal Kachcha Pakkaaam Dolly,8901777753996,10,15.0,37.35,2.49,1.3,17.85
vad mango kulfi 55ml,8906016920412,16,26.0,51.74,1.99,1.25,19.24
val cassatta 150 ml,8906016920313,12,15.0,74.85,4.99,3.3499999999999996,24.6
Vadilal Butterscotch 1lit,8906016920399,6,7.0,76.93,10.99,7.980000000000001,21.07
     Snacks & Sweets / Mukhvas,,181,251.0,828.51,3.294267782426778,1.5939840637450198,428.42
Deep Edible Gum 100g,011433114493,2,2.0,3.98,1.99,1.2,1.58
JCM PAN CHUTNEY 200G,656750199466,1,1.0,3.99,3.99,2.5,1.49
laxmi fennel candy mukhwas 200g,723246292649,3,3.0,8.97,2.99,1.4000000000000004,4.77
adani mukhwas 250g,8904147414084,1,1.0,3.99,3.99,2.5,1.49
Super Tower gulkand 400g,8906008134445,30,34.0,101.66,2.99,0.0,101.66
Gazab Sweet Fennel,62120903117,1,1.0,3.99,3.99,2.5,1.49
Gazab Mukhwas Kesar Mouth,810070980771,5,5.0,19.95,3.99,2.5,7.45
Gazab Rim Jhim Mukhwas,810070980788,1,1.0,3.99,3.99,2.5,1.49
GZ PUNJABI MIX 200G,841970034325,1,1.0,3.99,3.99,2.41,1.58
banrasi pan 200g,643864911923,4,5.0,19.95,3.99,3.0,4.95
Chandan Sweety Imli,8904018659996,2,2.0,9.98,4.99,3.0,3.98
adani dhanadal roasted 200gm,8904147400971,3,3.0,5.97,1.99,0.8666666666666666,3.37
adani red mukhwas 200gms,8904147425929,2,2.0,3.98,1.99,0.625,2.73
calcatta pan 200g,643864913729,10,10.0,39.9,3.99,2.9,10.9
LX.MUKHWAS CALCUTTA 200G,723246292199,3,4.0,15.96,3.99,2.45,6.16
LX.MUKHWAS GUJARATI 200G,723246292182,15,15.0,29.85,1.99,1.2786666666666666,10.67
Khattin Mithi 200G,810070980948,3,4.0,13.96,3.49,2.25,4.96
Gazab Elaichi,810070980757,3,3.0,11.97,3.99,1.666666666666667,6.97
Gazab Sports Mix,810070980795,3,3.0,11.97,3.99,1.666666666666667,6.97
Gazab Sweet Fennel 200G,810070980979,8,8.0,31.92,3.99,2.1000000000000005,15.12
GZ GREEN MANGO 200G,810070982478,3,3.0,11.97,3.99,1.6066666666666667,7.15
gazab chandan mix 200g,810070982706,3,3.0,11.97,3.99,1.6066666666666667,7.15
khalani dasta #2,943460022,2,2.0,22.0,11.0,7.0,8.0
Adani Green Mukhwas 100Gm,8904147425905,5,5.0,9.95,1.99,0.9999999999999998,4.95
LX.MUKHWAS RED 200G,723246292663,18,18.0,32.22,1.79,1.086111111111111,12.67
Gazab Chennai Express Saunf,810070982546,3,3.0,11.97,3.99,1.666666666666667,6.97
Gazab Jeera Goli 200G,810070980801,3,3.0,11.97,3.99,1.6066666666666667,7.15
GZ SEVEN HEAVEN 200G,810070980924,2,2.0,7.98,3.99,1.205,5.57
Gazab Special Sweet Bites 100g,810070982577,7,7.0,27.93,3.99,2.0657142857142854,13.47
Laxmi MUKHWAS GREEN 200G,723246292656,20,21.0,38.39,1.83,1.1428571428571428,14.39
Gazab Desi Pan Gulkand 200G,810070980931,5,5.0,19.95,3.99,2.0,9.95
Gazab Jaljeera Candy 200G,810070982485,3,3.0,11.97,3.99,1.666666666666667,6.97
Gazab Mughalai Mix 200G,810070982553,5,5.0,19.95,3.99,1.9279999999999997,10.31
Gazab Khatti Meethi Goli 180G,862120903063,5,6.0,23.94,3.99,2.0083333333333333,11.89
GAZAB GUJARATI MIX,841970036206,7,7.0,27.93,3.99,2.0657142857142854,13.47
Gazab Banarasi Pan,810070980634,13,13.0,51.87,3.99,2.2246153846153844,22.95
Raja Chuna 200G,8908013741014,11,11.0,32.89,2.99,1.0,21.89
Gazab Calcutta Pan 200G,810070980504,23,26.0,103.74,3.99,2.3076923076923075,43.74
"     Spices, Seasonings & Condiments / Chutneys",,445,544.0,2326.56,4.332156862745098,2.8906066176470584,754.07
Deep Ginger Garlic Paste 25Oz,011433117340,10,11.0,76.89,6.99,4.9,22.99
Deep Ginger Garlic Paste 10Oz,011433117357,12,12.0,41.88,3.49,2.2,15.48
DEEP MINT CHUTNEY,011433162227,1,1.0,2.99,2.99,1.8000000000000003,1.19
Laxmi Ging Garlic Paste 24Oz,7232460908708,46,48.0,287.52,5.99,4.0874999999999995,91.32
Shan Ginger Garlic Paste 310Gm,788821001184,24,24.0,83.76,3.49,2.58,21.84
Aara Red Coconut Chutney 200G,850027824345,1,1.0,1.99,1.99,1.3,0.69
Ashoka Ginger Garlic Paste25Oz,8901552021272,2,2.0,11.98,5.99,3.5,4.98
Ramdev Sindhav Powder 200g,8902188377078,2,2.0,3.98,1.99,0.99,2.0
Mr Bombay Sandwichspread250G,8906001050964,13,14.0,55.86,3.99,2.46,21.42
Mothers Mint Chutney 250Gm,8906001050971,12,12.0,47.88,3.99,2.4200000000000004,18.84
Mothers All-In-One Chutney 250Gm,8906001051008,2,2.0,7.98,3.99,2.5,2.98
Mothers Corriander Chutney 250G,8906001052265,8,9.0,31.41,3.49,2.5,8.91
Chutnefy Chettinad Kurma 65G,8906162361046,1,1.0,3.99,3.99,2.5,1.49
Mothers Red Chilli Garlic 330g,8907316000835,4,4.0,19.96,4.99,2.85,8.56
Mothers Panipuri Concentrate 270g,8907316007223,2,2.0,7.98,3.99,2.38,3.22
Mother Dhaniya Pudina 260G,8907316008954,3,3.0,11.97,3.99,2.5000000000000004,4.47
Mothers Tangy date chutney 285g,8907316013552,6,6.0,23.94,3.99,2.3800000000000003,9.66
Mothers Bhelpuri Chutney 270g,8907316013576,6,6.0,23.94,3.99,2.6033333333333335,8.32
Mothers Delhi Chaat Saunth 275g,8907316013583,7,7.0,27.93,3.99,2.8200000000000003,8.19
Mothers samosa chutney 285g,8907316013590,7,7.0,27.93,3.99,2.8285714285714283,8.13
Mothers recipe red chilli garlic 250g,8907316013606,1,1.0,3.99,3.99,2.5,1.49
Dosakaya Pachadi 75G,8906162361237,1,1.0,3.99,3.99,3.25,0.74
Chutnefy Corriander Chutney 75G,8906162360766,4,7.0,27.93,3.99,2.75,8.68
CHUTNEFY GREEN CHUTNEY,8906162362487,2,2.0,7.98,3.99,3.25,1.48
Shan Ginger Garlic Paste 700Gm,788821001214,13,13.0,77.37,5.951538461538462,4.461538461538462,19.37
Peanut Chutney 75,8906162360780,12,14.0,55.86,3.99,2.75,17.36
Laxmi Tamarind Chutney,723246000022,6,6.0,23.94,3.99,2.66,7.98
Laxmi Panipuri Con 8Oz,723246287522,7,7.0,27.93,3.99,2.6599999999999997,9.31
Everest Ginger Garlic Paste 200g,8901786762002,13,15.0,29.85,1.99,1.05,14.1
Laxmi Ginger Paste(8Oz),7232460090632,13,13.0,38.87,2.99,2.1599999999999997,10.79
Chutnefy Allam Chutney 75G,8906162360872,5,5.0,19.95,3.99,3.25,3.7
meharban ginger paste 708g,723246288147,2,2.0,9.98,4.99,3.0,3.98
meharban garlic paste 708g,723246288154,4,4.0,19.96,4.99,3.0,7.96
Laxmi Coriander Chutney 8Oz,723246009247,7,7.0,27.93,3.99,2.6599999999999997,9.31
Sambal Oelek Fresh Chili Paste,024463061071,10,10.0,29.9,2.99,2.1599999999999997,8.3
Laxmi Ginger Garlic Paste 8Oz,723246009155,22,20.0,59.8,2.99,2.4099999999999997,11.6
Laxmi Garlic Paste 9Oz,723246009087,15,16.0,47.84,2.99,2.16,13.28
Chutnefy Tomato Chutney 75G,8906162360810,10,13.0,51.87,3.99,2.75,16.12
Tamicon Concetrate Paste,812664009158,27,36.0,71.64,1.99,1.08,32.76
Laxmi Bhel Chutnuy,723246000015,8,8.0,31.92,3.99,2.79,9.6
Laxmi Mint Chutney 9Fl Oz,723246009254,9,10.0,39.9,3.99,2.79,12.0
Laxmi Tamarind Datechutney 8Oz,723246285078,19,20.0,79.8,3.99,2.9099999999999997,21.6
Laxmi Tamarind & Dates Chutney,723246285085,10,10.0,59.9,5.99,4.0,19.9
Chutnefy Coconut Chutney 75G,8906162360759,16,18.0,71.82,3.99,2.7499999999999996,22.32
Lion Date Syrup 500ml,8906006720237,10,10.0,59.9,5.99,3.7,22.9
Chutnefy Spicy Onion 75G,8906162360803,15,15.0,59.85,3.99,2.75,18.6
Laxmi Garlic Paste 24Oz,723246009049,28,29.0,173.71,5.99,3.7800000000000002,64.09
Laxmi Ginger Paste (24Oz),7232460090564,13,13.0,77.87,5.99,3.75,29.12
apna wet tamrind,03012406,28,34.0,101.66,2.99,2.0,33.66
Laxmi Concentrate 32Oz,723246287683,11,11.0,131.89,11.99,8.6,37.29
     Meat / FRESH FISH,,228,330.25,2416.94,3.574084421000633,5.66903890991673,544.7399
white snapper,600045950027,1,1.0,11.99,11.99,7.99,4.0
emperor steaks,600045950089,1,1.0,11.99,11.99,7.99,4.0
grouper steak kalava,8908003520810,1,1.0,11.99,11.99,8.4,3.59
red snipper steaks,600045950010,2,1.0,11.99,11.99,7.99,4.0
King Fish,2000903000006,1,1.04,13.51,5.89217189356896,4.5,8.83
Rohu,2000904000005,22,49.51,222.3,2.036632163366022,2.799636437083418,83.69
Katla,2000905000004,10,23.34,116.46,2.263428618083842,2.5192844901456724,57.6599
Shrimp / lb,2000901000008,192,252.36,2016.71,3.624207346390761,6.48969725788556,378.97
     Rakhis,,31,68.0,279.3,4.2644975,0.9522058823529411,214.55
     Snacks & Sweets,,347,396.0,2310.54,5.877005649717514,3.9362626262626264,751.78
Mirch Masala Madras Mix 340g,011433115735,8,9.0,35.91,3.99,2.5999999999999996,12.51
Swagat Peanut Chikki 200g,643864831023,12,13.0,38.87,2.99,1.9499999999999997,13.52
Garvi Gujarat Spicy BananaWafer180g,723246288253,5,6.0,17.94,2.99,2.0,5.94
Nihi Foods Jaggery Badam pista 5pcs,8904452203144,5,5.0,49.95,9.99,7.5,12.45
GRB Mysore Pak 400g,8906010362706,3,3.0,20.97,6.99,3.82,9.51
Balaji South Indian Crunchy 340g,8908616166986,6,4.0,15.96,3.99,3.0,3.96
Bobbatlu,bob,87,101.0,705.99,6.99,5.0,200.99
Nihi Foods Atreyapuram Putharekulu 10pcs,prb,15,16.0,239.84,14.99,10.0,79.84
GRB Ghee Pineapple Halwa 400g,8906010361082,7,7.0,41.93,5.99,4.8,8.33
GRB Dates Halwa 400g,8906010361099,10,11.0,65.89,5.99,4.5,16.39
Nini Foods Atreyapuram Putharekulu 5pcs,prs,9,11.0,109.89,9.99,7.8,24.09
GRB GHEE BOMBAY HALWA 400G,8906010361068,15,18.0,107.82,5.99,4.8999999999999995,19.62
Balaji Crunchy Masala Boondhi 340g,715834395313,6,6.0,22.94,3.823333333333333,2.0000000000000004,10.94
Garvi Gujarat Banana Wafer 180g,723246290775,7,7.0,20.93,2.99,1.5,10.43
swagat peanut chikki 200g,643864830927,26,27.0,67.23,2.49,1.5,26.73
GRB Ghee Dry Fruits Halwa 400g,8906010361105,17,17.0,101.83,5.99,4.8,20.23
swagat split peanut laddu 200g,643864830828,79,96.0,287.04,2.99,1.8265625000000003,111.69
Big laddu,sweet1,37,39.0,359.61,9.233243243243244,5.0,164.61
"     Spices, Seasonings & Condiments / Sauces",,364,465.0,1670.35,3.621788079470199,2.1806666666666663,656.34
National Chilli Garlic 300G,620514001630,1,1.0,2.99,2.99,1.8300000000000003,1.16
National Mango Chilli Sauce 300g,620514005935,2,2.0,5.98,2.99,1.8300000000000003,2.32
National Tangy Tamarind Sauce 300g,620514005997,2,2.0,5.98,2.99,1.8300000000000003,2.32
National Ginger & Garlic paste 300g,620514011691,12,12.0,35.88,2.99,1.5000000000000002,17.88
National Ginger paste 750g,620514011769,3,3.0,14.97,4.99,3.5,4.47
National Garlic Paste 750g,620514011776,2,2.0,9.98,4.99,3.5,2.98
National Green Chilli Sauce,620514013602,1,1.0,3.99,3.99,2.5,1.49
Nandos Medium 260g,655273001249,4,4.0,23.96,5.99,4.66,5.32
Bombay Biryani 350g,788821004376,1,1.0,3.99,3.99,2.79,1.2
TAMICON SWEET DIP 270G,812664000186,1,1.0,3.99,3.99,2.5,1.49
Mother's Ginger Paste 300g,8906001053798,5,5.0,14.95,2.99,1.5779999999999998,7.06
Mothers Garlic paste 300g,8906001053804,6,7.0,20.93,2.99,1.5414285714285714,10.14
Mothers Ginger Garlic Paste 300g,8906001053811,47,48.0,191.52,3.99,3.0,47.52
VEEBA RED CHILLI SAUCE 200g,8906069405157,2,2.0,5.98,2.99,1.9100000000000001,2.16
777 Nannari Syrup,8906168750431,5,5.0,24.95,4.99,3.3,8.45
Mothers Recipe Khatta Meeta 380g,8907316000873,9,9.0,35.91,3.99,2.4599999999999995,13.77
Mother's Sweet Chilli 500G,8907316003898,3,3.0,8.97,2.99,1.4000000000000004,4.77
Mothers Hot and Sweet Chilli Sauce 500gm,8907316003904,6,6.0,17.94,2.99,1.6500000000000004,8.04
Mothers's Recipe Garlic Chilli Sauce 210g,8907316007766,7,7.0,13.93,1.99,0.95,7.28
Mothers Green Chilli Sauce 190g,8907316007773,13,13.0,25.87,1.99,1.25,9.62
Mothers Soya Sauce 225g,8907316007797,23,23.0,45.77,1.99,0.9500000000000001,23.92
Mothers Red Chilli Sauce 200g,8907316007810,4,4.0,7.96,1.99,1.1,3.56
Mothers Chilli Vinegar 170gm,8907316008848,3,3.0,5.97,1.99,0.9499999999999998,3.12
Mr Desi Szechwan 375g,8907316009524,7,7.0,20.93,2.99,1.5,10.43
Hellmanns Real Mayonnaise 170M,048001705920,4,4.0,15.96,3.99,2.9800000000000004,4.04
Tomatosauce(8 Oz),078742369501,7,11.0,10.89,0.99,0.48000000000000004,5.61
Shan Nihari 350G,788821004383,1,1.0,3.99,3.99,2.79,1.2
Nandos Garlic Medium,655273001256,4,4.0,23.96,5.99,4.66,5.32
Sambal Olek Red Chilli Pste 18,024463061088,3,3.0,17.97,5.99,4.579999999999999,4.23
TAMICON CHAT & SNACK 270G,812664000261,2,2.0,7.98,3.99,2.5,2.98
Green Chilli Sauce 680G,8901595852338,3,4.0,11.96,2.99,1.3300000000000003,6.64
VEEBA P&P SAUCE TANDOORI,8906069404877,1,1.0,3.99,3.99,2.29,1.7
VEEBA CHEESY PASTA SAUCE,8906069405621,2,2.0,7.98,3.99,2.29,3.4
NATIONAL SAMOSA SAUCE 850G,620514015200,2,2.0,7.98,3.99,2.2,3.58
ranch,078742048369,1,1.0,3.99,3.99,2.0,1.99
VEEBA SS CHIPOTLE SOUTHWEST,8906069405645,1,1.0,4.99,4.99,2.9000000000000004,2.09
VEEBA SS SPICY THOUSAND ISLAND,8906069405652,1,1.0,4.99,4.99,2.9000000000000004,2.09
VEEBA GARLIC CHILLI CHATUNEY,8906069403443,4,4.0,11.96,2.99,1.9100000000000001,4.32
VEEBA GREEN CHILLI SAUCE 200g,8906069405164,8,8.0,23.92,2.99,1.9100000000000001,8.64
Tuong Chili Garlic Sauce 8Oz,024463061040,2,2.0,6.98,3.49,2.29,2.4
MAGGIE IMLI SAUCE 75G,8901058004991,1,1.0,2.49,2.49,0.0,2.49
Heinz Tomato Ketchup 567g,01364008,5,5.0,24.95,4.99,2.4899999999999998,12.5
Nandos Hot Sauces,655273001232,4,4.0,23.96,5.99,4.66,5.32
Nandos Extra Extra Hot 260g,655273004400,3,3.0,17.97,5.99,4.659999999999999,3.99
National Red Chilli Sauce 850G,620514013589,2,2.0,7.98,3.99,2.2,3.58
Tamicon Pani Puri Instant past,812664000087,10,11.0,38.39,3.49,2.5,10.89
VEEBA MASALA TOMATO SAUCE 475g,8906069404822,8,8.0,31.92,3.99,2.91,8.64
Ching's Chilli Vinegar 170 Ml,8901595852321,19,20.0,45.8,2.29,1.4999999999999998,15.8
VEEBA P &P SAUCE NONG,8906069404884,4,4.0,15.96,3.99,2.29,6.8
Rooh Afza Syrup 800 Ml,8964000122037,17,18.0,71.82,3.99,2.6599999999999997,23.94
Ching's Schezwan Stir Fry250g,8901595873241,25,26.0,77.74,2.99,1.9499999999999997,27.04
Maggi Rich Tomato Ketchup 970G,8901058001433,4,4.0,27.96,6.99,4.5,9.96
Great value Soya Sauce 444ml,078742131870,5,5.0,19.95,3.99,0.0,19.95
VEEBA TAMARIND CHUTNEY,8906069404808,5,5.0,24.95,4.99,3.3299999999999996,8.3
Ching's Green Chilli Sau-200Gm,8901595862733,30,30.0,59.7,1.99,1.25,22.2
Ching's Schezwan Chutney 250G,8901595862962,15,16.0,47.84,2.99,1.7500000000000002,19.84
SRIRACHA SAUCE 730ML,8853662056029,6,6.0,59.94,9.99,4.0,35.94
Ching's Red Chilli Sauce 200 G,8901595862740,33,33.0,96.67,2.929393939393939,1.25,55.42
Laxmi Tamarind Concentrade 14O,7232460061618,14,14.0,83.86,5.99,3.9099999999999997,29.12
Maggi Hot & Swt Tomato 1Kg,028000811525,28,28.0,167.72,5.99,3.35,73.92
     Ready-to-Eat & Instant Foods / Instant Mix,,406,547.0,2011.13,3.68645390070922,2.143546617915905,838.61
SATV Health Mix 500g,715834399007,4,4.0,27.96,6.99,4.0,11.96
Shan Custard Powder Mango,788821012258,1,1.0,2.49,2.49,1.3000000000000003,1.19
Shan Pineapple Jelly 80G,788821012302,1,2.0,2.98,1.49,0.7,1.58
Mtr Dosa Mix - 200Gm,840965000147,1,1.0,1.99,1.99,1.23,0.76
Mtr Vegetable Puloo,840965002622,3,4.0,11.96,2.99,2.0,3.96
Mtr Curry Rice 250g,840965002639,2,3.0,8.97,2.99,2.0,2.97
Mtr Tomato Rice 250g,840965002646,2,3.0,8.97,2.99,2.0,2.97
Weikfie Mango Custard Pwd 300G,858915003063,5,5.0,17.45,3.49,1.8,8.45
Gits Khatta Dhokla 500 G,8901155106321,2,2.0,6.98,3.49,2.45,2.08
Gits Sambhar Mix 100 G,8901155108110,1,1.0,1.99,1.99,1.05,0.94
Gits Vermicelli Kheer Mix,8901155113114,4,6.0,11.94,1.99,1.3999999999999997,3.54
Gits Uttappam 500G,8901155118324,1,1.0,3.99,3.99,2.79,1.2
Gits Nylon Khaman 180 G,8901155133211,2,2.0,3.98,1.99,1.19,1.6
Gits Rte Dal Palak,8901155445314,2,3.0,8.97,2.99,1.5000000000000002,4.47
Gits Rte Punjabi Kadi - 300G,8901155446311,1,1.0,2.99,2.99,1.7500000000000002,1.24
Weikfield Falooda Mix 200g,8901808004776,2,2.0,3.98,1.99,0.81,2.36
BB ANJEER DRINK 200G,8904477301382,1,1.0,3.99,3.99,2.5,1.49
Bambino Foxtail Millet Drink 200g,8904477302334,1,1.0,1.29,1.29,0.89,0.4
Aachi Badam drink 180g,8906021120180,11,11.0,32.89,2.99,1.62,15.07
Mtr Rice Idli Mix 200G,840965004329,1,1.0,1.29,1.29,0.91,0.38
Gits Rasmalai 150 G,8901155117211,1,1.0,2.99,2.99,2.6,0.39
BB VERMICELLI MIX 200G,8901242252207,3,3.0,3.87,1.29,0.9,1.17
BB GULAB JAMUN 200G,8904477301764,3,4.0,5.16,1.29,0.9,1.56
Bambino Upma 200G,8901242514893,4,4.0,5.16,1.29,0.9,1.56
Gits Dosa Mix 200 Gm,8901155103214,2,2.0,3.98,1.99,1.19,1.6
Gits Medu Vadai 500 G,8901155104327,1,1.0,3.49,3.49,2.6900000000000004,0.8
Gits Khatta Dhokla Mix,8901155106215,2,2.0,3.98,1.99,1.15,1.68
Bambino Instant Rava Dosa 200g,8901242514923,5,9.0,11.61,1.29,1.0,2.61
Gits Medu Vadai 200 G,8901155104211,5,6.0,11.94,1.99,1.39,3.6
Mtr Vermiceli Payasam Mix 200G,840965002431,1,1.0,3.49,3.49,2.2,1.29
Gits Gulab Jamun 100 Gm,8901155101111,17,23.0,45.77,1.99,1.3000000000000003,15.87
Bhaiyajis Pani Puri Spicy,851405008913,3,3.0,11.97,3.99,2.5000000000000004,4.47
B&P Custard Powder 500G,8901030521225,1,1.0,3.99,3.99,2.49,1.5
Mtr Rice Idli - 200Gm,840965000123,3,4.0,7.96,1.99,1.23,3.04
Mtr Rava Idli 200Gm,840965004251,1,2.0,3.98,1.99,1.23,1.52
Birds Custerd Powder 250G,5000354922589,1,1.0,4.99,4.99,3.0,1.99
Mtr Karivepaku 100G,8901042971179,8,9.0,17.91,1.99,1.27,6.48
Shan Strawberry Jelly 80G,788821012319,2,3.0,5.97,1.99,0.6999999999999998,3.87
Priya Gulab Jamun Mix (200g),785018138012,15,16.0,47.84,2.99,1.6500000000000001,21.44
Aachi Rava Dosa Mix,8906021123426,3,4.0,11.96,2.99,1.6500000000000001,5.36
Shan Vanila Powder 200G,788821012241,4,4.0,7.96,1.99,1.08,3.64
Gits Rice Kheer Mix (100G),8901155112117,6,7.0,13.93,1.99,1.4000000000000001,4.13
Mtr Gulab Jamun Mix - 200 Gm,840965000055,68,100.0,199.0,1.99,1.41,58.0
Aara Fried Onion Non Coated,853985008383,16,16.0,63.84,3.99,2.8500000000000005,18.24
Aachi Rava Idli Mix,8906021123419,7,16.0,47.84,2.99,1.6500000000000001,21.44
B&P Custard Powder 100G,8901030518607,42,50.0,99.5,1.99,0.85,57.0
ULAVACHARU,uc,18,28.0,167.72,5.99,2.0,111.72
Mtr Gulab Jamun Mix 500Gm,840965000048,57,71.0,421.29,5.954912280701754,4.0,137.29
Kamadhenu Milk Junnu Powder,jp,76,101.0,604.99,5.99,3.25,276.74
     Health & Personal Care / Henna & Dye,,228,360.0,1194.4,3.446066945606694,1.6120277777777778,614.07
Afshan Heena Pwd 100gm,054529006326,1,2.0,3.98,1.99,1.0,1.98
Ayur Raja hena,8906032325826,5,5.0,14.95,2.99,2.0,4.95
PIA BEAUTY SQUAD 10ML,198715468533,4,4.0,10.96,2.74,1.3125000000000002,5.71
Nupur Henna 500G,8901023022548,1,1.0,7.99,7.99,3.5,4.49
Vatika Henna Hair Colour 60G,5022496010252,3,3.0,11.97,3.99,1.7000000000000002,6.87
Vatika Henna Hair Colour,5022496010221,10,12.0,47.88,3.99,2.5483333333333333,17.3
Bhringraj Oil,196852412471,2,2.0,21.98,10.99,4.0,13.98
